Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Contract_Month-to-month,NoSeniorCitizen_Contract_Month-to-month,PaymentMethod0_Contract_Month-to-month0,InternetService_Fiber optic,StreamingTV_NoInternetService,No_OB_DP_TS,TotalServices,SenCit_Dependents,Partner_Dependents,SenCit_Partner,SenCit_Contract,SenCit_TechSupport,SenCit_PayMeth,Contract_mean_totCharges,Contract_totCharges_diff,PayMeth_mean_monthCharges,PayMeth_monthCharges_diff,Tenure_cat,MonthlyCharges_cat
0,0,0,0,45,1,2,0,2,0,0,2,0,2,2,0,0,73.55,3349.1,0,1,0,0,1,1,1,1,0,0,0,2,2,0,3683.643191800877,-334.54319180087714,62.961703124999964,10.588296875000033,3,0
1,0,1,1,11,1,0,2,1,1,1,1,1,1,0,1,0,20.45,250.8,0,0,1,1,1,0,1,7,1,2,1,0,1,0,1370.9231314432975,-1120.1231314432976,62.961703124999964,-42.51170312499997,0,0
1,0,0,0,64,1,2,1,0,0,2,2,2,2,1,1,1,104.65,6889.8,0,1,0,0,0,1,1,2,0,0,0,1,2,1,3018.965635738831,3870.834364261169,66.7036565324568,37.9463434675432,5,0
0,0,0,0,2,1,2,1,0,0,0,0,2,2,0,1,0,95.15,196.9,1,0,1,1,0,1,0,2,0,0,0,0,0,0,1370.9231314432975,-1174.0231314432974,62.961703124999964,32.18829687500004,0,0
1,0,0,0,67,1,0,2,1,1,1,1,1,1,2,0,1,20.5,1430.95,0,1,0,0,1,0,1,7,0,0,0,2,1,1,3683.643191800877,-2252.693191800877,66.7036565324568,-46.203656532456804,5,0
0,0,1,1,70,1,2,1,2,2,2,2,0,0,2,0,1,93.9,6579.05,1,1,0,0,0,1,1,2,1,2,1,2,2,1,3683.643191800877,2895.406808199123,66.7036565324568,27.1963434675432,5,0
1,0,1,1,6,1,0,2,1,1,1,1,1,1,0,0,0,19.55,122.9,0,0,1,1,1,0,1,7,1,2,1,0,1,0,1370.9231314432975,-1248.0231314432974,62.961703124999964,-43.41170312499996,0,0
1,0,1,1,45,1,0,0,2,2,2,2,2,2,2,1,0,84.35,3858.05,0,1,0,0,1,1,1,1,1,2,1,2,2,0,3683.643191800877,174.40680819912313,62.961703124999964,21.38829687500003,3,0
0,0,1,1,11,1,0,2,1,1,1,1,1,1,1,0,0,20.6,233.9,0,1,0,0,1,0,1,7,1,2,1,1,1,0,3018.965635738831,-2785.065635738831,62.961703124999964,-42.36170312499996,0,0
0,0,0,0,15,1,0,2,1,1,1,1,1,1,0,0,1,19.4,289.3,1,0,1,0,1,0,1,7,0,0,0,0,1,1,1370.9231314432975,-1081.6231314432976,66.7036565324568,-47.303656532456806,1,0
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,69.6,69.6,1,0,1,1,0,1,0,2,0,0,0,0,0,0,1370.9231314432975,-1301.3231314432976,62.961703124999964,6.63829687500003,0,0
1,1,1,1,71,1,0,1,2,2,2,0,0,0,1,1,1,86.7,6179.35,0,1,0,0,0,1,1,2,2,2,2,2,1,2,3018.965635738831,3160.384364261169,66.7036565324568,19.9963434675432,5,0
1,0,0,0,20,1,0,0,2,0,2,0,0,2,0,0,1,64.4,1398.6,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1370.9231314432975,27.676868556702402,66.7036565324568,-2.303656532456799,1,0
1,1,1,0,40,1,0,1,2,2,2,2,2,0,1,1,1,98.15,4116.8,0,1,0,0,0,1,1,2,1,1,2,2,3,2,3018.965635738831,1097.834364261169,66.7036565324568,31.4463434675432,3,0
1,0,0,0,3,1,0,1,0,0,2,2,2,0,0,1,0,88.35,262.05,1,0,1,1,0,1,1,2,0,0,0,0,2,0,1370.9231314432975,-1108.8731314432976,62.961703124999964,25.38829687500003,0,0
0,0,1,1,72,1,2,0,2,0,2,2,0,0,2,0,1,66.85,4758.8,0,1,0,0,1,1,1,1,1,2,1,2,2,1,3683.643191800877,1075.1568081991231,66.7036565324568,0.14634346754318983,5,0
0,0,1,1,40,1,2,2,1,1,1,1,1,1,0,1,0,26.2,1077.5,0,0,1,1,1,0,1,7,1,2,1,0,1,0,1370.9231314432975,-293.4231314432975,62.961703124999964,-36.76170312499997,3,0
0,0,0,0,22,1,0,1,0,0,0,0,2,2,0,0,0,89.25,1907.85,1,0,1,1,0,1,0,2,0,0,0,0,0,0,1370.9231314432975,536.9268685567024,62.961703124999964,26.288296875000036,1,0
0,0,1,1,72,1,2,1,2,0,2,2,2,2,2,0,0,107.45,7576.7,0,1,0,0,0,1,1,2,1,2,1,2,2,0,3683.643191800877,3893.0568081991228,62.961703124999964,44.48829687500004,5,0
1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,71.65,71.65,1,0,1,1,0,1,0,2,1,1,0,0,0,0,1370.9231314432975,-1299.2731314432974,62.961703124999964,8.688296875000042,0,0
1,0,0,0,24,1,0,0,2,0,0,0,0,0,0,1,0,51.15,1275.7,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1370.9231314432975,-95.22313144329746,62.961703124999964,-11.811703124999966,2,0
0,0,1,1,54,1,2,2,1,1,1,1,1,1,1,1,1,24.75,1342.15,0,1,0,0,1,0,1,7,1,2,1,1,1,1,3018.965635738831,-1676.8156357388311,66.7036565324568,-41.953656532456804,4,0
1,0,0,0,10,1,0,1,0,0,0,0,2,2,0,1,0,89.5,863.1,1,0,1,1,0,1,0,2,0,0,0,0,0,0,1370.9231314432975,-507.8231314432975,62.961703124999964,26.538296875000036,0,0
1,0,0,0,56,1,2,1,0,2,0,2,0,2,0,1,0,94.45,5124.6,1,0,1,1,0,1,1,2,0,0,0,0,2,0,1370.9231314432975,3753.676868556703,62.961703124999964,31.48829687500004,4,0
1,0,1,1,27,1,2,0,0,0,0,2,2,2,0,0,1,71.6,1957.1,0,0,1,0,1,1,1,1,1,2,1,0,2,1,1370.9231314432975,586.1768685567024,66.7036565324568,4.89634346754319,2,0
0,0,0,0,26,1,0,0,0,2,2,0,0,0,0,1,1,54.75,1406.9,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1370.9231314432975,35.976868556702584,66.7036565324568,-11.953656532456804,2,0
0,0,0,1,26,1,2,0,0,0,0,0,0,0,0,1,0,49.5,1265.65,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1370.9231314432975,-105.27313144329742,62.961703124999964,-13.461703124999964,2,0
0,0,0,0,5,0,1,0,0,0,2,0,0,2,0,0,0,39.5,210.75,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1370.9231314432975,-1160.1731314432975,62.961703124999964,-23.461703124999964,0,0
1,1,0,0,45,1,2,1,0,0,0,0,2,2,0,1,1,93.9,4200.25,0,0,0,0,0,1,0,2,1,0,1,1,1,2,1370.9231314432975,2829.3268685567027,66.7036565324568,27.1963434675432,3,0
1,0,1,1,24,1,0,2,1,1,1,1,1,1,1,1,1,20.8,469.65,0,1,0,0,1,0,1,7,1,2,1,1,1,1,3018.965635738831,-2549.315635738831,66.7036565324568,-45.90365653245681,2,0
1,0,0,0,3,0,1,0,0,0,2,0,2,0,0,1,0,40.15,130.75,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1370.9231314432975,-1240.1731314432975,62.961703124999964,-22.811703124999966,0,0
1,0,0,1,30,1,2,2,1,1,1,1,1,1,1,0,1,25.35,723.3,0,1,0,0,1,0,1,7,1,1,0,1,1,1,3018.965635738831,-2295.665635738831,66.7036565324568,-41.3536565324568,2,0
0,0,0,0,25,1,2,1,0,2,2,2,2,2,2,0,0,108.9,2809.05,0,1,0,0,0,1,1,2,0,0,0,2,2,0,3683.643191800877,-874.5931918008769,62.961703124999964,45.93829687500004,2,0
0,0,1,0,65,1,0,0,2,0,2,0,0,0,0,1,0,55.15,3673.15,0,0,1,1,1,1,1,1,0,1,1,0,0,0,1370.9231314432975,2302.2268685567024,62.961703124999964,-7.8117031249999656,5,0
0,1,0,0,65,0,1,0,0,2,2,0,2,2,2,1,1,53.5,3517.9,0,1,0,0,1,1,1,0,1,0,1,3,1,2,3683.643191800877,-165.74319180087696,66.7036565324568,-13.203656532456804,5,0
0,0,0,0,35,0,1,0,0,0,2,2,0,0,0,1,0,33.45,1175.85,0,0,1,1,1,1,1,0,0,0,0,0,2,0,1370.9231314432975,-195.0731314432976,62.961703124999964,-29.51170312499996,2,0
0,0,1,1,33,1,0,0,2,2,2,0,0,0,1,1,0,58.45,1955.4,0,1,0,0,1,1,1,1,1,2,1,1,0,0,3018.965635738831,-1063.5656357388311,62.961703124999964,-4.511703124999961,2,0
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,25.2,25.2,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1370.9231314432975,-1345.7231314432975,62.961703124999964,-37.76170312499997,0,0
0,0,1,0,25,1,0,2,1,1,1,1,1,1,1,1,1,20.2,507.9,0,1,0,0,1,0,1,7,0,1,1,1,1,1,3018.965635738831,-2511.065635738831,66.7036565324568,-46.5036565324568,2,0
1,0,0,0,11,1,0,1,2,0,0,0,0,0,0,1,0,73.5,791.75,1,0,1,1,0,1,0,2,0,0,0,0,0,0,1370.9231314432975,-579.1731314432975,62.961703124999964,10.538296875000036,0,0
0,0,0,0,6,1,0,1,0,0,0,0,2,2,0,0,0,89.3,577.6,1,0,1,1,0,1,0,2,0,0,0,0,0,0,1370.9231314432975,-793.3231314432975,62.961703124999964,26.338296875000033,0,0
1,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,0,114.0,8093.15,0,1,0,0,0,1,1,2,1,2,1,2,2,0,3683.643191800877,4409.506808199123,62.961703124999964,51.038296875000036,5,0
1,0,0,0,46,0,1,0,2,0,2,2,2,2,2,1,1,60.75,2893.4,0,1,0,0,1,1,1,0,0,0,0,2,2,1,3683.643191800877,-790.243191800877,66.7036565324568,-5.9536565324568045,3,0
0,0,0,0,25,1,2,2,1,1,1,1,1,1,2,0,1,24.75,692.1,1,1,0,0,1,0,1,7,0,0,0,2,1,1,3683.643191800877,-2991.543191800877,66.7036565324568,-41.953656532456804,2,0
1,0,1,1,16,1,2,1,0,0,2,0,2,0,0,1,1,90.8,1442.2,0,0,1,0,0,1,1,2,1,2,1,0,0,1,1370.9231314432975,71.27686855670254,66.7036565324568,24.096343467543193,1,0
0,0,1,0,58,1,2,0,2,0,0,2,0,0,1,1,1,61.05,3478.75,0,1,0,0,1,1,1,1,0,1,1,1,2,1,3018.965635738831,459.7843642611688,66.7036565324568,-5.653656532456807,4,0
1,1,0,0,33,0,1,0,0,0,2,2,2,2,0,1,0,54.6,1803.7,0,0,0,1,1,1,1,0,1,0,1,1,3,1,1370.9231314432975,432.77686855670254,62.961703124999964,-8.361703124999963,2,0
1,0,0,0,4,1,0,0,0,2,0,0,0,0,0,0,0,49.25,208.45,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1370.9231314432975,-1162.4731314432975,62.961703124999964,-13.711703124999964,0,0
0,0,1,1,2,1,0,1,0,0,0,0,0,0,0,1,0,71.65,135.75,0,0,1,1,0,1,0,2,1,2,1,0,0,0,1370.9231314432975,-1235.1731314432975,62.961703124999964,8.688296875000042,0,0
1,0,0,0,23,1,2,1,0,0,0,0,0,0,0,1,0,74.95,1710.45,1,0,1,1,0,1,0,2,0,0,0,0,0,0,1370.9231314432975,339.52686855670254,62.961703124999964,11.988296875000039,1,0
1,0,1,1,72,0,1,0,2,2,2,2,0,0,2,0,1,45.25,3139.8,0,1,0,0,1,1,1,0,1,2,1,2,2,1,3683.643191800877,-543.8431918008769,66.7036565324568,-21.453656532456804,5,0
0,0,0,1,13,1,0,0,2,2,0,0,0,0,0,1,0,56.0,764.55,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1370.9231314432975,-606.3731314432976,62.961703124999964,-6.961703124999964,1,0
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,0,19.95,19.95,1,0,1,1,1,0,1,7,0,0,0,0,1,0,1370.9231314432975,-1350.9731314432975,62.961703124999964,-43.01170312499997,0,0
1,0,0,0,50,1,0,2,1,1,1,1,1,1,1,0,1,20.15,989.05,0,1,0,0,1,0,1,7,0,0,0,1,1,1,3018.965635738831,-2029.9156357388313,66.7036565324568,-46.553656532456806,4,0
1,0,1,0,12,1,0,1,2,2,2,0,0,0,0,1,0,84.6,959.9,0,0,1,1,0,1,1,2,0,1,1,0,0,0,1370.9231314432975,-411.02313144329753,62.961703124999964,21.63829687500003,1,0
0,0,0,0,12,1,0,2,1,1,1,1,1,1,1,1,1,19.35,219.35,0,1,0,0,1,0,1,7,0,0,0,1,1,1,3018.965635738831,-2799.6156357388313,66.7036565324568,-47.3536565324568,1,0
0,1,0,0,56,1,2,1,2,2,0,0,0,2,0,1,0,96.85,5219.65,0,0,0,1,0,1,1,2,1,0,1,1,1,1,1370.9231314432975,3848.7268685567024,62.961703124999964,33.88829687500003,4,0
0,0,0,0,54,1,0,1,2,2,0,0,2,2,1,1,1,100.05,5299.65,0,1,0,0,0,1,1,2,0,0,0,1,0,1,3018.965635738831,2280.6843642611684,66.7036565324568,33.34634346754319,4,0
1,0,1,1,37,1,0,0,2,0,2,2,0,0,1,1,0,58.75,2203.1,0,1,0,0,1,1,1,1,1,2,1,1,2,0,3018.965635738831,-815.8656357388313,62.961703124999964,-4.211703124999964,3,0
1,0,0,0,15,1,2,1,2,0,0,0,2,2,0,1,0,99.7,1566.75,0,0,1,1,0,1,0,2,0,0,0,0,0,0,1370.9231314432975,195.8268685567025,62.961703124999964,36.73829687500004,1,0
0,1,0,0,45,1,2,0,2,0,0,2,0,2,0,1,0,70.05,3062.45,0,0,0,1,1,1,1,1,1,0,1,1,3,1,1370.9231314432975,1691.5268685567023,62.961703124999964,7.088296875000033,3,0
1,0,1,0,70,1,0,1,2,2,2,2,2,2,1,1,1,109.5,7534.65,1,1,0,0,0,1,1,2,0,1,1,1,2,1,3018.965635738831,4515.684364261168,66.7036565324568,42.796343467543196,5,0
0,0,1,1,42,1,0,1,0,0,0,0,2,0,0,1,1,77.95,3384.0,1,0,1,0,0,1,0,2,1,2,1,0,0,1,1370.9231314432975,2013.0768685567025,66.7036565324568,11.246343467543198,3,0
0,0,1,1,69,1,0,2,1,1,1,1,1,1,2,0,1,20.2,1412.65,0,1,0,0,1,0,1,7,1,2,1,2,1,1,3683.643191800877,-2270.993191800877,66.7036565324568,-46.5036565324568,5,0
1,0,1,1,2,1,0,0,0,0,0,0,0,0,0,1,0,44.5,90.05,0,0,1,1,1,1,0,1,1,2,1,0,0,0,1370.9231314432975,-1280.8731314432976,62.961703124999964,-18.461703124999964,0,0
1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,1,44.8,176.2,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1370.9231314432975,-1194.7231314432975,66.7036565324568,-21.903656532456807,0,0
0,1,1,0,1,1,0,0,2,0,0,0,0,0,0,1,0,49.55,49.55,1,0,0,1,1,1,0,1,1,1,2,1,1,1,1370.9231314432975,-1321.3731314432976,62.961703124999964,-13.411703124999967,0,0
1,0,1,1,12,1,2,2,1,1,1,1,1,1,2,1,1,25.4,313.0,0,1,0,0,1,0,1,7,1,2,1,2,1,1,3683.643191800877,-3370.643191800877,66.7036565324568,-41.303656532456806,1,0
0,0,1,1,71,1,2,0,2,2,2,2,2,2,2,0,1,89.9,6342.7,0,1,0,0,1,1,1,1,1,2,1,2,2,1,3683.643191800877,2659.0568081991228,66.7036565324568,23.1963434675432,5,0
0,1,0,0,62,1,2,1,0,0,0,0,2,0,1,0,0,84.45,4959.15,0,1,0,0,0,1,0,2,1,0,1,2,1,1,3018.965635738831,1940.1843642611684,62.961703124999964,21.48829687500004,5,0
1,0,1,1,71,1,2,0,2,2,0,2,0,0,1,1,1,66.85,4748.7,0,1,0,0,1,1,1,1,1,2,1,1,2,1,3018.965635738831,1729.7343642611686,66.7036565324568,0.14634346754318983,5,0
1,0,1,1,52,1,0,0,2,2,2,0,2,2,2,0,0,79.2,4016.3,0,1,0,0,1,1,1,1,1,2,1,2,0,0,3683.643191800877,332.65680819912313,62.961703124999964,16.23829687500004,4,0
0,0,1,0,17,1,2,0,0,2,0,0,2,2,0,1,1,75.4,1322.55,0,0,1,0,1,1,1,1,0,1,1,0,0,1,1370.9231314432975,-48.37313144329755,66.7036565324568,8.696343467543201,1,0
1,0,1,1,19,1,0,2,1,1,1,1,1,1,0,0,0,20.6,414.95,0,0,1,1,1,0,1,7,1,2,1,0,1,0,1370.9231314432975,-955.9731314432975,62.961703124999964,-42.36170312499996,1,0
0,0,0,0,42,1,0,0,0,2,0,0,0,0,0,1,0,49.55,2077.95,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1370.9231314432975,707.0268685567023,62.961703124999964,-13.411703124999967,3,0
0,0,0,0,23,1,2,0,2,0,2,0,2,2,1,1,0,78.55,1843.05,0,1,0,0,1,1,1,1,0,0,0,1,0,0,3018.965635738831,-1175.9156357388313,62.961703124999964,15.588296875000033,1,0
0,0,0,0,64,1,2,1,0,0,2,0,2,2,1,1,1,100.05,6254.2,1,1,0,0,0,1,1,2,0,0,0,1,0,1,3018.965635738831,3235.2343642611686,66.7036565324568,33.34634346754319,5,0
0,0,1,0,68,1,2,1,2,2,2,2,2,2,2,0,1,114.9,7843.55,0,1,0,0,0,1,1,2,0,1,1,2,2,1,3683.643191800877,4159.906808199123,66.7036565324568,48.1963434675432,5,0
0,0,0,0,9,1,0,2,1,1,1,1,1,1,0,0,0,19.05,157.65,0,0,1,1,1,0,1,7,0,0,0,0,1,0,1370.9231314432975,-1213.2731314432974,62.961703124999964,-43.91170312499996,0,0
1,0,0,1,43,0,1,0,2,2,2,0,0,0,0,1,0,40.45,1912.85,0,0,1,1,1,1,1,0,1,1,0,0,0,0,1370.9231314432975,541.9268685567024,62.961703124999964,-22.51170312499996,3,0
0,0,1,1,67,1,2,0,0,0,2,2,0,2,2,1,1,69.9,4615.9,0,1,0,0,1,1,1,1,1,2,1,2,2,1,3683.643191800877,932.2568081991226,66.7036565324568,3.196343467543201,5,0
1,0,0,0,71,1,2,1,2,0,0,2,0,2,1,0,1,97.65,6687.85,0,1,0,0,0,1,1,2,0,0,0,1,2,1,3018.965635738831,3668.884364261169,66.7036565324568,30.9463434675432,5,0
1,0,0,0,72,1,2,1,0,2,2,0,2,2,2,1,0,103.65,7634.8,0,1,0,0,0,1,1,2,0,0,0,2,0,0,3683.643191800877,3951.156808199123,62.961703124999964,40.68829687500004,5,0
0,0,1,0,57,1,2,1,0,2,2,2,2,2,1,1,1,109.4,6252.7,0,1,0,0,0,1,1,2,0,1,1,1,2,1,3018.965635738831,3233.7343642611686,66.7036565324568,42.6963434675432,4,0
1,0,0,0,26,1,0,0,2,0,0,2,2,2,1,0,1,75.0,1908.35,0,1,0,0,1,1,1,1,0,0,0,1,2,1,3018.965635738831,-1110.6156357388313,66.7036565324568,8.296343467543196,2,0
1,0,0,0,57,1,0,2,1,1,1,1,1,1,2,0,0,20.75,1118.8,0,1,0,0,1,0,1,7,0,0,0,2,1,0,3683.643191800877,-2564.8431918008773,62.961703124999964,-42.211703124999964,4,0
1,0,1,1,5,1,2,1,2,0,2,0,0,0,0,1,0,84.5,453.75,1,0,1,1,0,1,1,2,1,2,1,0,0,0,1370.9231314432975,-917.1731314432975,62.961703124999964,21.538296875000036,0,0
1,0,0,0,16,1,0,2,1,1,1,1,1,1,2,0,0,19.75,284.35,0,1,0,0,1,0,1,7,0,0,0,2,1,0,3683.643191800877,-3399.293191800877,62.961703124999964,-43.211703124999964,1,0
0,0,1,1,72,1,2,0,2,2,2,2,2,2,2,1,1,93.25,6688.95,0,1,0,0,1,1,1,1,1,2,1,2,2,1,3683.643191800877,3005.3068081991228,66.7036565324568,26.546343467543196,5,0
0,0,0,0,10,1,0,1,2,0,0,0,2,0,0,1,0,84.7,832.05,1,0,1,1,0,1,0,2,0,0,0,0,0,0,1370.9231314432975,-538.8731314432976,62.961703124999964,21.73829687500004,0,0
0,0,1,0,49,1,0,2,1,1,1,1,1,1,1,0,1,20.45,900.9,0,1,0,0,1,0,1,7,0,1,1,1,1,1,3018.965635738831,-2118.065635738831,66.7036565324568,-46.2536565324568,4,0
0,1,0,0,2,1,0,1,0,0,0,0,0,2,0,1,1,79.75,159.4,1,0,0,0,0,1,0,2,1,0,1,1,1,2,1370.9231314432975,-1211.5231314432974,66.7036565324568,13.046343467543196,0,0
1,0,1,1,69,1,0,1,0,0,0,2,2,2,2,1,1,95.2,6671.7,0,1,0,0,0,1,1,2,1,2,1,2,2,1,3683.643191800877,2988.0568081991228,66.7036565324568,28.4963434675432,5,0
1,1,1,0,51,1,2,1,2,0,2,0,0,2,1,1,1,93.65,4839.15,0,1,0,0,0,1,1,2,1,1,2,2,1,2,3018.965635738831,1820.1843642611684,66.7036565324568,26.9463434675432,4,0
0,0,0,0,63,1,0,0,0,0,2,0,0,2,1,0,1,58.55,3503.5,0,1,0,0,1,1,1,1,0,0,0,1,0,1,3018.965635738831,484.5343642611688,66.7036565324568,-8.153656532456807,5,0
1,0,1,0,8,1,0,1,2,0,0,0,0,0,0,1,0,75.0,658.1,0,0,1,1,0,1,0,2,0,1,1,0,0,0,1370.9231314432975,-712.8231314432975,62.961703124999964,12.038296875000036,0,0
1,0,1,0,71,1,2,1,0,2,0,2,2,2,2,1,1,104.15,7365.3,0,1,0,0,0,1,1,2,0,1,1,2,2,1,3683.643191800877,3681.656808199123,66.7036565324568,37.4463434675432,5,0
0,0,1,0,71,1,2,1,0,0,0,0,2,2,2,1,1,93.7,6585.35,1,1,0,0,0,1,0,2,0,1,1,2,0,1,3683.643191800877,2901.7068081991233,66.7036565324568,26.9963434675432,5,0
1,0,1,1,53,1,0,2,1,1,1,1,1,1,1,0,1,20.2,1068.15,0,1,0,0,1,0,1,7,1,2,1,1,1,1,3018.965635738831,-1950.8156357388311,66.7036565324568,-46.5036565324568,4,0
1,0,0,0,5,1,0,0,0,0,2,2,0,0,0,0,0,56.15,291.45,0,0,1,1,1,1,1,1,0,0,0,0,2,0,1370.9231314432975,-1079.4731314432975,62.961703124999964,-6.8117031249999656,0,0
0,0,1,0,64,1,2,0,2,0,2,2,2,2,2,1,1,85.0,5484.4,0,1,0,0,1,1,1,1,0,1,1,2,2,1,3683.643191800877,1800.7568081991226,66.7036565324568,18.296343467543196,5,0
1,0,1,0,47,1,2,1,0,2,2,0,0,0,0,1,1,83.35,4065.0,1,0,1,0,0,1,1,2,0,1,1,0,0,1,1370.9231314432975,2694.0768685567027,66.7036565324568,16.64634346754319,3,0
0,0,1,1,16,1,2,1,0,2,0,0,0,0,0,1,1,79.95,1267.95,0,0,1,0,0,1,1,2,1,2,1,0,0,1,1370.9231314432975,-102.97313144329746,66.7036565324568,13.246343467543198,1,0
0,0,1,1,37,1,2,1,0,0,0,0,2,2,0,1,0,95.25,3314.15,0,0,1,1,0,1,0,2,1,2,1,0,0,0,1370.9231314432975,1943.2268685567026,62.961703124999964,32.288296875000036,3,0
0,0,1,1,56,1,0,2,1,1,1,1,1,1,2,0,0,20.05,1090.1,0,1,0,0,1,0,1,7,1,2,1,2,1,0,3683.643191800877,-2593.543191800877,62.961703124999964,-42.91170312499996,4,0
1,1,0,0,20,1,0,1,0,0,0,0,0,0,0,0,1,71.3,1389.2,1,0,0,0,0,1,0,2,1,0,1,1,1,2,1370.9231314432975,18.27686855670254,66.7036565324568,4.596343467543193,1,0
0,0,0,0,42,1,2,0,0,0,2,2,2,2,2,1,1,78.45,3373.4,0,1,0,0,1,1,1,1,0,0,0,2,2,1,3683.643191800877,-310.24319180087696,66.7036565324568,11.746343467543198,3,0
1,0,1,1,23,1,2,0,0,2,0,2,0,0,2,0,0,59.7,1414.2,0,1,0,0,1,1,1,1,1,2,1,2,2,0,3683.643191800877,-2269.443191800877,62.961703124999964,-3.2617031249999613,1,0
0,1,1,0,1,1,0,1,0,2,0,0,0,0,0,1,0,76.4,76.4,1,0,0,1,0,1,1,2,1,1,2,1,1,1,1370.9231314432975,-1294.5231314432974,62.961703124999964,13.438296875000042,0,0
0,0,1,0,65,1,2,1,0,2,2,2,2,2,2,1,1,107.65,7082.85,0,1,0,0,0,1,1,2,0,1,1,2,2,1,3683.643191800877,3399.2068081991233,66.7036565324568,40.9463434675432,5,0
0,0,1,0,55,1,2,1,0,0,2,0,0,0,0,1,0,77.75,4458.15,1,0,1,1,0,1,1,2,0,1,1,0,0,0,1370.9231314432975,3087.2268685567024,62.961703124999964,14.788296875000036,4,0
0,0,0,0,10,1,0,0,0,0,2,2,0,0,0,0,0,54.25,583.0,0,0,1,1,1,1,1,1,0,0,0,0,2,0,1370.9231314432975,-787.9231314432975,62.961703124999964,-8.711703124999964,0,0
1,0,0,1,57,1,2,0,2,2,2,2,2,2,2,0,0,89.55,5012.35,0,1,0,0,1,1,1,1,1,1,0,2,2,0,3683.643191800877,1328.7068081991233,62.961703124999964,26.588296875000033,4,0
1,1,0,0,15,1,0,1,0,2,0,0,0,0,0,1,0,74.4,1074.3,1,0,0,1,0,1,1,2,1,0,1,1,1,1,1370.9231314432975,-296.62313144329755,62.961703124999964,11.438296875000042,1,0
0,0,0,0,12,1,0,1,2,0,0,2,2,2,0,1,1,98.9,1120.95,1,0,1,0,0,1,1,2,0,0,0,0,2,1,1370.9231314432975,-249.97313144329746,66.7036565324568,32.1963434675432,1,0
0,0,1,1,43,1,0,0,0,0,0,0,2,0,0,0,0,56.15,2499.3,1,0,1,1,1,1,0,1,1,2,1,0,0,0,1370.9231314432975,1128.3768685567027,62.961703124999964,-6.8117031249999656,3,0
1,1,0,0,21,1,0,1,0,0,2,0,2,2,0,1,1,96.8,2030.3,1,0,0,0,0,1,1,2,1,0,1,1,1,2,1370.9231314432975,659.3768685567024,66.7036565324568,30.096343467543193,1,0
1,0,0,0,34,1,2,2,1,1,1,1,1,1,2,0,1,26.1,980.35,0,1,0,0,1,0,1,7,0,0,0,2,1,1,3683.643191800877,-2703.293191800877,66.7036565324568,-40.6036565324568,2,0
0,0,1,1,64,1,2,1,0,2,2,0,0,2,1,1,0,92.85,5980.75,0,1,0,0,0,1,1,2,1,2,1,1,0,0,3018.965635738831,2961.784364261169,62.961703124999964,29.88829687500003,5,0
1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,45.35,89.5,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1370.9231314432975,-1281.4231314432975,62.961703124999964,-17.611703124999963,0,0
1,0,0,0,19,1,0,0,0,2,0,2,0,2,1,1,1,65.35,1231.85,0,1,0,0,1,1,1,1,0,0,0,1,2,1,3018.965635738831,-1787.1156357388313,66.7036565324568,-1.3536565324568102,1,0
0,1,1,0,72,1,2,1,2,2,2,2,2,2,2,1,1,114.65,8333.95,0,1,0,0,0,1,1,2,1,1,2,3,3,2,3683.643191800877,4650.306808199124,66.7036565324568,47.9463434675432,5,0
1,0,1,0,72,0,1,0,2,2,2,2,2,2,2,1,0,64.7,4746.05,0,1,0,0,1,1,1,0,0,1,1,2,2,0,3683.643191800877,1062.4068081991231,62.961703124999964,1.7382968750000387,5,0
0,0,1,0,72,1,2,2,1,1,1,1,1,1,2,0,1,26.45,1914.5,0,1,0,0,1,0,1,7,0,1,1,2,1,1,3683.643191800877,-1769.143191800877,66.7036565324568,-40.2536565324568,5,0
0,0,1,1,30,1,0,2,1,1,1,1,1,1,2,0,0,19.3,602.9,0,1,0,0,1,0,1,7,1,2,1,2,1,0,3683.643191800877,-3080.743191800877,62.961703124999964,-43.66170312499996,2,0
